cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
0,t2m_pre_mean_rr,105,796.5333333333333,156.6246779520703,797.0,739.0,866.0,68.0,1139.0,127.0
1,t2m_pre_mean_rr,99,865.6969696969697,183.27738843941592,872.0,786.5,981.5,92.0,1203.0,195.0
2,t2m_pre_mean_rr,54,825.425925925926,119.56266247688048,836.0,739.0,901.25,592.0,1187.0,162.25
3,t2m_pre_mean_rr,54,879.9481481481481,154.37849192841225,905.5,818.0,976.0,113.2,1079.0,158.0
4,t2m_pre_mean_rr,62,845.983870967742,118.47936694347815,835.0,762.75,911.25,577.0,1140.0,148.5
5,t2m_pre_mean_rr,80,867.6700000000001,164.3012272194666,880.0,816.75,945.5,85.8,1296.0,128.75
6,t2m_pre_mean_rr,76,837.0526315789474,176.4945245410816,852.0,740.25,963.75,105.0,1097.0,223.5
0,t2m_pre_mean_hr,105,75.74285714285715,12.296832434090003,75.0,69.0,81.0,53.0,128.0,12.0
1,t2m_pre_mean_hr,99,69.0,10.302565561201591,68.0,61.0,75.0,50.0,104.0,14.0
2,t2m_pre_mean_hr,54,74.22222222222223,10.945261172688609,71.5,66.25,81.0,51.0,101.0,14.75
3,t2m_pre_mean_hr,53,68.52830188679245,10.67816566929723,66.0,61.0,72.0,53.0,98.0,11.0
4,t2m_pre_mean_hr,62,72.40322580645162,10.600741819726741,72.0,66.0,78.75,53.0,104.0,12.75
5,t2m_pre_mean_hr,80,68.5875,8.106402767120867,68.0,63.75,73.0,46.0,90.0,9.25
6,t2m_pre_mean_hr,76,70.23684210526316,13.501474903187557,69.5,60.75,77.25,10.0,115.0,16.5
0,t2m_pre_sdnn,104,119.79807692307692,43.38770346307638,117.0,86.0,148.0,34.0,258.0,62.0
1,t2m_pre_sdnn,96,163.57083333333333,74.56790041250879,162.0,117.75,208.25,9.4,339.0,90.5
2,t2m_pre_sdnn,54,19.6,29.711702795680825,10.149999999999999,8.7,16.2,6.4,159.0,7.5
3,t2m_pre_sdnn,54,18.622222222222224,17.74324922560017,15.55,12.7,18.1,4.8,130.0,5.400000000000002
4,t2m_pre_sdnn,62,153.39354838709676,64.68445444014297,153.0,109.75,197.25,6.8,310.0,87.5
5,t2m_pre_sdnn,76,215.21052631578948,81.56442292886831,207.5,182.25,239.75,29.0,610.0,57.5
6,t2m_pre_sdnn,73,197.97123287671232,106.6208215013633,194.0,129.0,245.0,17.0,626.0,116.0
0,t2m_pre_rmssd,105,11.707619047619048,8.252571804712844,10.5,7.2,14.0,2.9,70.0,6.8
1,t2m_pre_rmssd,98,16.360204081632652,5.724891207644439,15.850000000000001,12.175,20.175,6.1,32.5,8.0
2,t2m_pre_rmssd,54,9.52962962962963,3.708970748223959,9.15,6.4,11.6,4.8,22.2,5.199999999999999
3,t2m_pre_rmssd,54,14.872222222222222,4.838735865892476,14.7,12.274999999999999,17.775,3.3,23.8,5.5
4,t2m_pre_rmssd,62,14.259677419354839,9.126244980013379,13.6,8.825,17.425,1.2,70.0,8.600000000000001
5,t2m_pre_rmssd,79,21.643037974683544,12.170400026549324,18.8,14.899999999999999,24.65,3.9,71.6,9.75
6,t2m_pre_rmssd,70,15.321428571428571,9.248343257149921,14.0,10.975,18.275,0.5,59.4,7.299999999999999
0,t2m_pre_hf,105,71.84761904761905,95.41667538429508,37.0,16.0,85.0,1.0,529.0,69.0
1,t2m_pre_hf,99,239.3838383838384,418.1222286646381,116.0,54.0,230.5,4.0,3110.0,176.5
2,t2m_pre_hf,54,84.22222222222223,158.9469671455856,33.5,15.25,57.0,3.0,992.0,41.75
3,t2m_pre_hf,54,223.44444444444446,317.9238467417064,81.0,20.0,325.75,3.0,1582.0,305.75
4,t2m_pre_hf,62,136.32258064516128,236.69644211788204,63.5,25.25,124.75,3.0,1536.0,99.5
5,t2m_pre_hf,80,356.85,675.4256248348477,194.0,95.75,296.5,25.0,4853.0,200.75
6,t2m_pre_hf,76,1880.671052631579,2629.364198879812,877.0,349.25,2040.0,40.0,13160.0,1690.75
0,t2m_pre_lf,105,71.11428571428571,64.27095801336748,52.0,24.0,96.0,7.0,319.0,72.0
1,t2m_pre_lf,99,156.8181818181818,159.50742824723943,110.0,61.0,184.0,12.0,900.0,123.0
2,t2m_pre_lf,54,131.7962962962963,211.05390348132158,49.0,26.0,154.0,7.0,1220.0,128.0
3,t2m_pre_lf,54,104.25925925925925,88.76047590262131,91.0,46.0,109.75,12.0,473.0,63.75
4,t2m_pre_lf,62,191.5,213.81221652287834,114.5,70.0,231.0,14.0,1080.0,161.0
5,t2m_pre_lf,80,237.675,146.09601273378019,201.0,131.5,283.0,42.0,719.0,151.5
6,t2m_pre_lf,76,2282.2105263157896,2313.9860403830694,1510.0,763.75,2872.5,170.0,10220.0,2108.75
0,t2m_pre_vlf,105,20.704761904761906,21.909307738214036,15.0,7.0,26.0,2.0,123.0,19.0
1,t2m_pre_vlf,99,39.44444444444444,37.638241034998124,28.0,15.5,47.0,3.0,195.0,31.5
2,t2m_pre_vlf,54,38.7962962962963,65.3106884342801,17.0,7.25,44.25,3.0,379.0,37.0
3,t2m_pre_vlf,54,118.70370370370371,270.544777421035,25.5,11.25,68.75,1.0,1582.0,57.5
4,t2m_pre_vlf,62,49.0,57.667787979874895,34.0,16.0,60.5,2.0,287.0,44.5
5,t2m_pre_vlf,80,56.9625,38.9545154269938,47.0,29.0,76.25,4.0,208.0,47.25
6,t2m_pre_vlf,76,512.2368421052631,491.65437367920845,295.0,187.75,627.5,40.0,2340.0,439.75
0,age,105,72.17142857142858,6.1338548910270045,71.0,69.0,75.0,57.0,89.0,6.0
1,age,99,72.79797979797979,6.167690332726186,73.0,68.5,77.0,60.0,88.0,8.5
2,age,54,73.68518518518519,7.657340969277547,73.0,70.0,78.0,61.0,89.0,8.0
3,age,54,68.14814814814815,6.505171839151007,69.0,65.0,72.0,50.0,79.0,7.0
4,age,62,69.69354838709677,4.85727006130398,69.0,66.0,72.75,59.0,79.0,6.75
5,age,80,68.0875,4.622985363473052,67.0,65.75,71.0,55.0,79.0,5.25
6,age,76,70.32894736842105,5.685978445016565,70.0,66.0,75.0,57.0,88.0,9.0
0,weight_kg,105,71.72761904761904,10.535548753899231,70.5,64.0,78.0,49.0,111.0,14.0
1,weight_kg,99,69.65252525252525,9.207420958166647,70.0,64.0,75.3,47.0,94.0,11.299999999999997
2,weight_kg,54,72.54814814814814,11.955353119170221,69.8,65.1,79.85,48.7,98.0,14.75
3,weight_kg,54,71.03888888888889,9.507086069589947,71.5,65.2,77.075,49.0,87.1,11.875
4,weight_kg,62,96.14516129032258,13.016530189350782,93.55000000000001,87.0,107.0,69.9,120.0,20.0
5,weight_kg,80,73.39500000000001,12.462905973987597,71.0,62.75,85.0,47.0,96.0,22.25
6,weight_kg,76,75.7578947368421,14.67772246781173,73.95,63.6,82.775,50.6,116.0,19.175000000000004
0,height_m_final,105,1.5793333333333335,0.09486089680995925,1.58,1.5,1.64,1.3,1.8,0.1399999999999999
1,height_m_final,99,1.5616161616161615,0.07635453116884702,1.56,1.5,1.6,1.4,1.8,0.10000000000000009
2,height_m_final,54,1.5572222222222223,0.07982094742483796,1.5550000000000002,1.49,1.6,1.4,1.73,0.1100000000000001
3,height_m_final,54,1.579074074074074,0.10161467206715358,1.57,1.5,1.6475,1.38,1.8,0.14749999999999996
4,height_m_final,62,1.6106451612903225,0.09529713614023734,1.6150000000000002,1.51,1.6975,1.4,1.78,0.1875
5,height_m_final,80,1.53725,0.06968237159707186,1.53,1.5,1.6,1.3,1.7,0.10000000000000009
6,height_m_final,76,1.5361842105263157,0.08574329291963168,1.5,1.5,1.6,1.3,1.7,0.10000000000000009
0,imc_final,105,28.73973985675441,3.2191412371092705,28.303850156087407,26.5625,30.85399449035813,19.921875,38.46153846153846,4.291494490358129
1,imc_final,99,28.558773965710078,3.2743475298473355,28.444444444444443,26.30006016011847,30.577235772357724,19.312952005259696,36.06647187728269,4.277175612239255
2,imc_final,54,29.876617311276142,4.010596596261116,29.27638696158489,27.323112498554742,32.412418732089705,19.0234375,40.79084287200832,5.089306233534963
3,imc_final,54,28.672230596598364,4.425518763481109,28.21700490578397,25.40260457081041,31.77777777777778,21.289795918367343,38.53333333333333,6.375173206967368
4,imc_final,62,37.29651727920276,5.836899059068351,37.16437154060819,32.72743152010725,41.52842817359293,27.33061224489796,57.07491082045184,8.800996653485676
5,imc_final,80,31.34584126248012,6.48702825478726,31.509094853689447,26.050308942479532,35.92506178459937,18.359375,45.40816326530613,9.87475284211984
6,imc_final,76,32.206491439308515,6.131051510586534,30.985243055555557,27.77756076388889,36.413020833333334,19.765625,45.51020408163266,8.635460069444445
0,bp_systolic,105,119.9047619047619,13.836631849998067,121.0,113.0,127.0,80.0,170.0,14.0
1,bp_systolic,99,148.5151515151515,15.357218362846698,147.0,137.0,159.0,116.0,203.0,22.0
2,bp_systolic,54,120.88888888888889,17.85652110328184,122.0,104.0,134.0,90.0,157.0,30.0
3,bp_systolic,54,130.12962962962962,10.205522545478768,130.5,122.0,137.0,111.0,152.0,15.0
4,bp_systolic,62,138.08064516129033,13.816476724734859,139.0,126.25,147.0,113.0,172.0,20.75
5,bp_systolic,80,121.7375,9.199262147076414,121.5,115.75,129.0,98.0,143.0,13.25
6,bp_systolic,76,130.10526315789474,14.735516231082345,127.0,120.0,138.0,99.0,167.0,18.0
0,bp_diastolic,105,72.4095238095238,8.017643090871575,72.0,68.0,76.0,54.0,93.0,8.0
1,bp_diastolic,99,81.5050505050505,10.57275448960313,81.0,75.5,89.0,57.0,115.0,13.5
2,bp_diastolic,54,71.29629629629629,8.75587054738862,72.0,66.0,78.5,53.0,89.0,12.5
3,bp_diastolic,54,80.9074074074074,7.566730852432353,80.5,75.25,87.0,60.0,93.0,11.75
4,bp_diastolic,62,84.01612903225806,10.623962916381606,83.0,79.0,91.0,52.0,110.0,12.0
5,bp_diastolic,80,75.6875,8.219448609428614,76.0,70.0,81.0,55.0,98.0,11.0
6,bp_diastolic,76,77.73684210526316,10.041737460622544,76.0,71.0,83.25,53.0,98.0,12.25
0,bp_pam,105,88.24126984126984,8.261290543790446,88.33333333333333,83.33333333333333,92.0,68.66666666666667,112.66666666666669,8.666666666666671
1,bp_pam,99,103.84175084175085,10.778784006481212,102.66666666666669,96.66666666666669,111.0,78.66666666666667,135.66666666666666,14.333333333333314
2,bp_pam,54,87.82716049382717,10.672510337328351,88.5,78.66666666666667,96.75000000000001,66.0,110.66666666666669,18.083333333333343
3,bp_pam,54,97.31481481481481,6.757375554794882,98.0,92.33333333333333,102.33333333333331,85.0,110.33333333333331,9.999999999999986
4,bp_pam,62,102.03763440860214,10.326915835294294,102.33333333333334,95.66666666666669,108.0,72.33333333333333,129.66666666666666,12.333333333333314
5,bp_pam,80,91.0375,7.552534014633375,90.83333333333334,86.33333333333333,95.75000000000001,69.33333333333333,109.33333333333331,9.416666666666686
6,bp_pam,76,95.19298245614036,10.186739842362933,93.33333333333331,88.66666666666667,100.91666666666669,69.66666666666667,121.0,12.250000000000014
0,bp_pp,105,47.49523809523809,13.149381244234538,47.0,40.0,55.0,16.0,94.0,15.0
1,bp_pp,99,67.01010101010101,12.895573476810377,67.0,58.0,73.5,37.0,101.0,15.5
2,bp_pp,54,49.592592592592595,13.98991350738435,50.0,38.0,61.75,21.0,77.0,23.75
3,bp_pp,54,49.22222222222222,11.068682092753422,48.0,40.0,59.75,30.0,76.0,19.75
4,bp_pp,62,54.064516129032256,12.043460871445163,52.5,44.25,61.0,35.0,79.0,16.75
5,bp_pp,80,46.05,8.540150889486082,46.0,38.75,51.0,16.0,66.0,12.25
6,bp_pp,76,52.36842105263158,12.698390559713364,49.0,44.0,60.0,25.0,84.0,16.0
