cluster,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf
0,-1.4666666666666666,1.0,-0.7386363636363636,-2.499999999999998,-0.75,-0.5333333333333333,-0.9090909090909091
1,-2.433333333333333,2.0,-1.5454545454545454,-5.999999999999994,-1.2327586206896552,-1.0166666666666666,-1.7272727272727273
2,0.13333333333333333,0.0,1.0795454545454546,2.3333333333333317,1.1120689655172413,2.05,2.090909090909091
3,0.0,-0.3333333333333333,1.0,-0.08333333333333297,14.629310344827585,26.066666666666666,34.72727272727273
4,-1.1166666666666667,1.0,0.23863636363636365,0.3333333333333333,0.0,1.0,0.6818181818181818
5,1.0,-1.0,0.0,1.0,0.3879310344827586,0.0,0.0
6,0.95,-0.8333333333333334,0.3522727272727273,0.7916666666666669,1.5086206896551724,1.2333333333333334,1.1818181818181819
7,1.5833333333333333,-1.3333333333333333,-3.3068181818181817,0.0,-0.3793103448275862,-0.08333333333333333,-0.2727272727272727
8,-0.7333333333333333,0.5,-3.439772727272727,-4.624999999999995,-1.0,-0.7833333333333333,-1.0
